Account Name;Invoice Number;Invoice Date;Item Description;Category;Quantity;Sales
CPH;1235892;12 Feb 20;Spire Hc Pens Styb Black PK=50;Other;6;100.8
CPH;1230288;27 May 20;Spire Healthcare Archive Box PK=10;Other;6;87.24
CPH;1232712;21 Feb 20;Spire Healthcare Archive Box PK=10;Other;6;87.24
CPH;1233886;4 Feb 20;Spire Healthcare Archive Box PK=10;Other;6;87.24
CPH;1239435;14 Mar 20;Spire Healthcare Archive Box PK=10;Other;6;87.24
CPH;1239896;8 Apr 20;Spire Healthcare Archive Box PK=10;Other;6;87.24
CPH;1236258;15 Jan 20;RM COPY PAPER A4 ND 80GS;Paper, Envelopes & Labels;6;63.36
CPH;1238584;12 Jun 20;TAPE CLEAR TESA STRO 4024 PP 57167-00000;GOS & Mailing;6;17.94
CPH;1232563;27 Mar 20;Physiotherapy Subjective History  PK=50;Other;6;9.9
CPH;1231998;6 Feb 20;Physiotherapy Clinical Record  PK=50;Other;6;8.22
CPH;1239184;20 Jan 20;PK1X100 FACIAL TISSUE WHITE SCOTT 2P;Cleaning, Hygiene & Workwear;6;4.5
CPH;1234340;1 Feb 20;PK15 SCOTT ESSENTIAL FOLDED HT (5100)-CI;Cleaning, Hygiene & Workwear;5;90.3
CPH;1236972;19 Feb 20;PK15 SCOTT ESSENTIAL FOLDED HT (5100)-CI;Cleaning, Hygiene & Workwear;5;90.3
CPH;1239322;22 Jan 20;PK15 SCOTT ESSENTIAL FOLDED HT (5100)-CI;Cleaning, Hygiene & Workwear;5;90.3
CPH;1239664;1 May 20;PK15 SCOTT ESSENTIAL FOLDED HT (5100)-CI;Cleaning, Hygiene & Workwear;5;90.3
CPH;1239916;12 Feb 20;PK15 SCOTT ESSENTIAL FOLDED HT (5100)-CI;Cleaning, Hygiene & Workwear;5;90.3
CPH;1236260;15 Jan 20;Spire Hc Pens Styb Black PK=50;Other;5;84
CPH;1230694;16 Jun 20;RM COPY PAPER A4 ND 80GS;Paper, Envelopes & Labels;5;52.8
CPH;1231778;13 May 20;RM COPY PAPER A4 ND 80GS;Paper, Envelopes & Labels;5;52.8
CPH;1233178;29 Apr 20;RM COPY PAPER A4 ND 80GS;Paper, Envelopes & Labels;5;52.8
CPH;1236310;8 Jun 20;RM COPY PAPER A4 ND 80GS;Paper, Envelopes & Labels;5;52.8
CPH;1233886;4 Feb 20;PK100 SQ CUT FOLDERS BE OD F/SCAP 285GSM;Filing & Solutions;5;35.8
CPH;1238826;14 Jan 20;PK100 SQ CUT FOLDERS BE OD F/SCAP 285GSM;Filing & Solutions;5;35.8
CPH;1239435;14 Mar 20;PK100 SQ CUT FOLDERS BE OD F/SCAP 285GSM;Filing & Solutions;5;35.8
CPH;1235846;23 Jan 20;BX1600 LBLS 99.1X33.9 100 SHTS OD;Paper, Envelopes & Labels;5;20.65
CPH;1233885;4 Feb 20;PK2 BATTERY DURACELL C;Technology & Computing;5;19.45
CPH;1233592;25 Feb 20;THINGS TO DO TODAY PAD 114 PAGES OD;GOS & Mailing;5;16.45
CPH;1239184;20 Jan 20;THINGS TO DO TODAY PAD 114 PAGES OD;GOS & Mailing;5;16.45
CPH;1230218;15 Jan 20;RM500   PAPR BE OD CONTR A4 80G;Paper, Envelopes & Labels;5;16.3
CPH;1230218;15 Jan 20;RM500   PPR GN OD CONTR A4 80GSM;Paper, Envelopes & Labels;5;14.75
CPH;1235846;23 Jan 20;Physiotherapy Peripheral Objtve PK=50;Other;5;8.8
CPH;1235846;23 Jan 20;Physiotherapy Subjective History  PK=50;Other;5;8.25
CPH;1235846;23 Jan 20;Physiotherapy Clinical Record  PK=50;Other;5;6.85
CPH;1230219;15 Jan 20;BLACK AIRCARE POSTURE OPERATORS CHAIR;Furniture & Presentation;4;618.36
CPH;1234252;27 Jan 20;Generic Pat Record Folder BUFF BOX=50;Other;4;153.68
CPH;1236261;15 Jan 20;Generic Pat Record Folder BUFF BOX=50;Other;4;153.68
CPH;1231142;19 Feb 20;Inpatient Drug Pres Chart Box=250;Other;4;84.2
CPH;1233085;23 Jan 20;Inpatient Drug Pres Chart Box=250;Other;4;84.2
CPH;1234550;28 May 20;PK15 SCOTT ESSENTIAL FOLDED HT (5100)-CI;Cleaning, Hygiene & Workwear;4;72.24
CPH;1238824;14 Jan 20;PK15 SCOTT ESSENTIAL FOLDED HT (5100)-CI;Cleaning, Hygiene & Workwear;4;72.24
CPH;1231142;19 Feb 20;EWS OBSERVATION CHART ADULT BOX=500;Other;4;71.68
CPH;1239550;11 Feb 20;GP Connect Cards A6 Pack=50;Other;4;70.2
CPH;1230219;15 Jan 20;GEL MOUSE PAD BK FELLOWES;Furniture & Presentation;4;39.32
CPH;1238824;14 Jan 20;PK200 REFUSE SACKS BK 10KG 457X737X965MM;Cleaning, Hygiene & Workwear;4;29.12
CPH;1232563;27 Mar 20;Generic Physiotherapy Rec Folder PK=50;Other;4;28.08
CPH;1235846;23 Jan 20;Generic Physiotherapy Rec Folder PK=50;Other;4;28.08
CPH;1232563;27 Mar 20;Physiotherapy Spinal Objective  PK=50;Other;4;20
CPH;1230694;16 Jun 20;PK2 BATTERY DURACELL C;Technology & Computing;4;15.6
CPH;1236412;6 Mar 20;PAPR COLOR PRINTING OFF DPT A4 100G;Paper, Envelopes & Labels;4;15.44
CPH;1230694;16 Jun 20;PK16 BATTERIES ATIVA AAA;Technology & Computing;4;7.28
CPH;1232563;27 Mar 20;Physiotherapy Clinical Record  PK=50;Other;4;5.48
CPH;1231154;25 Jan 20;STAPLER OD 24/6 HS 20 SH;GOS & Mailing;4;5
CPH;1237163;3 Mar 20;PK1X56 FACIAL TISSUES CUBE WE KLEEN 8825;Cleaning, Hygiene & Workwear;4;4.36
CPH;1231152;10 Jun 20;PK36TOILET TISSUES WE 2PLY 250 SHEETS-CI;Cleaning, Hygiene & Workwear;4;0.08
CPH;1230838;28 Feb 20;EXECUTIVE CHAIR BLACK NICEDAY MALAGA.;Furniture & Presentation;3;283.47
CPH;1237744;6 Jun 20;PK100 SYRSORB MOP WHITE;Cleaning, Hygiene & Workwear;3;117.66
CPH;1237163;3 Mar 20;Generic Pat Record Folder BUFF BOX=50;Other;3;115.26
CPH;1238986;24 Jan 20;PK15 SCOTT ESSENTIAL FOLDED HT (5100)-CI;Cleaning, Hygiene & Workwear;3;54.18
CPH;1237899;29 May 20;PK500 REF SACK CLR POL HVY 330X584X762;Cleaning, Hygiene & Workwear;3;48.9
CPH;1233154;14 Jan 20;HIP Replacement Booklet  PK=25;Other;3;43.5
CPH;1236259;15 Jan 20;PK10 PRNT TXTLE VSTR NCKLCE RD DURABLE;Furniture & Presentation;3;42.15
CPH;1235846;23 Jan 20;General Information Folder PK=35;Other;3;39.81
CPH;1233605;25 Mar 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;3;38.01
CPH;1236972;19 Feb 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;3;38.01
CPH;1238824;14 Jan 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;3;38.01
CPH;1239322;22 Jan 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;3;38.01
CPH;1230838;28 Feb 20;Private Admission Summary Care bx500;Other;3;30.9
CPH;1238824;14 Jan 20;PK36 TOILET TISSUE ROLLS 2PLY 320 SHEETS;Cleaning, Hygiene & Workwear;3;29.16
CPH;1239435;14 Mar 20;April Label    BOX=1000;Other;3;25.35
CPH;1237899;29 May 20;PK200 REFUSE SACKS BK 10KG 457X737X965MM;Cleaning, Hygiene & Workwear;3;21.84
CPH;1233219;16 Apr 20;PK100 LAMINATING POUCH OD CLR A4 2X125MI;Writing & Machines;3;21.45
CPH;1231152;10 Jun 20;CLR MD REFUSE SACK DISP;Cleaning, Hygiene & Workwear;3;18.93
CPH;1236403;27 May 20;PK2 BATTERY DURACELL C;Technology & Computing;3;11.67
CPH;1236259;15 Jan 20;PK12 STICKY NOTES NEON YW PK GN OE 76X76;GOS & Mailing;3;5.73
CPH;1239184;20 Jan 20;PK16 BATTERIES ATIVA AAA;Technology & Computing;3;5.46
CPH;1232712;21 Feb 20;PUNCH OD 2-HOLE ME 30SH;GOS & Mailing;3;4.59
CPH;1230218;15 Jan 20;PK4 WBOARD MARKER AS ND WCM1-5;Writing & Machines;3;3.21
CPH;1238825;14 Jan 20;CHAIR BE TASK OPERATOR AIR SUPPORT;Furniture & Presentation;2;243.6
CPH;1231999;6 Feb 20;FILING CAB BK BISLEY 2DR 711X470X622DMM;Furniture & Presentation;2;117.22
CPH;1231152;10 Jun 20;PK100 SYRSORB MOP WHITE;Cleaning, Hygiene & Workwear;2;78.44
CPH;1232269;22 May 20;PK100 SYRSORB MOP WHITE;Cleaning, Hygiene & Workwear;2;78.44
CPH;1236576;28 Jan 20;PK100 SYRSORB MOP WHITE;Cleaning, Hygiene & Workwear;2;78.44
CPH;1238628;7 Mar 20;PK100 SYRSORB MOP WHITE;Cleaning, Hygiene & Workwear;2;78.44
CPH;1238986;24 Jan 20;PK100 SYRSORB MOP WHITE;Cleaning, Hygiene & Workwear;2;78.44
CPH;1239322;22 Jan 20;PK100 SYRSORB MOP WHITE;Cleaning, Hygiene & Workwear;2;78.44
CPH;1239698;24 Mar 20;PK100 SYRSORB MOP WHITE;Cleaning, Hygiene & Workwear;2;78.44
CPH;1239738;20 Apr 20;PK100 SYRSORB MOP WHITE;Cleaning, Hygiene & Workwear;2;78.44
CPH;1236240;10 Jan 20;Generic Pat Record Folder BUFF BOX=50;Other;2;76.84
CPH;1238882;17 Feb 20;Generic Pat Record Folder BUFF BOX=50;Other;2;76.84
CPH;1236259;15 Jan 20;TONER CARTR BK OD HP M401 CF280A REMANUF;Ink & Toner & Hardware;2;66.48
CPH;1238881;17 Feb 20;TONER CARTR BK OD HP M401 CF280A REMANUF;Ink & Toner & Hardware;2;66.48
CPH;1231142;19 Feb 20;Operation Notes  Box=500;Other;2;62.6
CPH;1238127;23 Jan 20;DURABLE CLEARVIEW FLDR A4 DBLU P50 257;Other;2;57
CPH;1236435;5 Jun 20;Inability To Consent   EA=1;Other;2;44.22
CPH;1234813;13 Mar 20;Inpatient Drug Pres Chart Box=250;Other;2;42.1
CPH;1231142;19 Feb 20;Clinical Notes   BOX=500;Other;2;40.9
CPH;1234858;6 May 20;PK15 SCOTT ESSENTIAL FOLDED HT (5100)-CI;Cleaning, Hygiene & Workwear;2;36.12
CPH;1234252;27 Jan 20;EWS OBSERVATION CHART ADULT BOX=500;Other;2;35.84
CPH;1237811;29 Feb 20;NICEDAY ALUMINIUM SNAP FRAME 423 X 596MM;Furniture & Presentation;2;35.16
CPH;1239323;22 Jan 20;Spire Hc Pens Styb Black PK=50;Other;2;33.6
CPH;1230395;20 May 20;PK500 REF SACK CLR POL HVY 330X584X762;Cleaning, Hygiene & Workwear;2;32.6
CPH;1230524;28 Jan 20;PK500 REF SACK CLR POL HVY 330X584X762;Cleaning, Hygiene & Workwear;2;32.6
CPH;1235770;27 Feb 20;PK500 REF SACK CLR POL HVY 330X584X762;Cleaning, Hygiene & Workwear;2;32.6
CPH;1238628;7 Mar 20;PK500 REF SACK CLR POL HVY 330X584X762;Cleaning, Hygiene & Workwear;2;32.6
CPH;1238824;14 Jan 20;PK500 REF SACK CLR POL HVY 330X584X762;Cleaning, Hygiene & Workwear;2;32.6
CPH;1238986;24 Jan 20;PK500 REF SACK CLR POL HVY 330X584X762;Cleaning, Hygiene & Workwear;2;32.6
CPH;1239322;22 Jan 20;PK500 REF SACK CLR POL HVY 330X584X762;Cleaning, Hygiene & Workwear;2;32.6
CPH;1239916;12 Feb 20;PK500 REF SACK CLR POL HVY 330X584X762;Cleaning, Hygiene & Workwear;2;32.6
CPH;1239664;1 May 20;BLUE REALLY USEFUL 18 LITRE BOX;Filing & Solutions;2;31.2
CPH;1239915;12 Feb 20;Cervical Cytology Request Form PK=50;Other;2;25.74
CPH;1230395;20 May 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;2;25.34
CPH;1234340;1 Feb 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;2;25.34
CPH;1235770;27 Feb 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;2;25.34
CPH;1238628;7 Mar 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;2;25.34
CPH;1239664;1 May 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;2;25.34
CPH;1239916;12 Feb 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;2;25.34
CPH;1239435;14 Mar 20;Knee Surgery Booklet PK=25;Other;2;24.88
CPH;1234252;27 Jan 20;Private Admission Summary Care bx500;Other;2;20.6
CPH;1234340;1 Feb 20;PK36 TOILET TISSUE ROLLS 2PLY 320 SHEETS;Cleaning, Hygiene & Workwear;2;19.44
CPH;1235770;27 Feb 20;PK36 TOILET TISSUE ROLLS 2PLY 320 SHEETS;Cleaning, Hygiene & Workwear;2;19.44
CPH;1236972;19 Feb 20;PK36 TOILET TISSUE ROLLS 2PLY 320 SHEETS;Cleaning, Hygiene & Workwear;2;19.44
CPH;1239916;12 Feb 20;PK36 TOILET TISSUE ROLLS 2PLY 320 SHEETS;Cleaning, Hygiene & Workwear;2;19.44
CPH;1238826;14 Jan 20;February Label    Box=1000;Other;2;18.94
CPH;1236258;15 Jan 20;BX1000 ENVL WE OD DL SS LFT WND 80;Paper, Envelopes & Labels;2;18.34
CPH;1234341;1 Feb 20;TAPES BLACK ON WHT 12MM BROTHER TZE-231;Writing & Machines;2;17.72
CPH;1238570;23 Apr 20;NHS Folders stickers 250 RL=1;Other;2;16.66
CPH;1238823;14 Jan 20;BX500 ENVEL WE OD SS LFT WND C5 90;Paper, Envelopes & Labels;2;14.82
CPH;1230395;20 May 20;PK200 REFUSE SACKS BK 10KG 457X737X965MM;Cleaning, Hygiene & Workwear;2;14.56
CPH;1231152;10 Jun 20;PK200 REFUSE SACKS BK 10KG 457X737X965MM;Cleaning, Hygiene & Workwear;2;14.56
CPH;1235770;27 Feb 20;PK200 REFUSE SACKS BK 10KG 457X737X965MM;Cleaning, Hygiene & Workwear;2;14.56
CPH;1238628;7 Mar 20;PK200 REFUSE SACKS BK 10KG 457X737X965MM;Cleaning, Hygiene & Workwear;2;14.56
CPH;1238986;24 Jan 20;PK200 REFUSE SACKS BK 10KG 457X737X965MM;Cleaning, Hygiene & Workwear;2;14.56
CPH;1239322;22 Jan 20;PK200 REFUSE SACKS BK 10KG 457X737X965MM;Cleaning, Hygiene & Workwear;2;14.56
CPH;1239916;12 Feb 20;PK200 REFUSE SACKS BK 10KG 457X737X965MM;Cleaning, Hygiene & Workwear;2;14.56
CPH;1238356;14 Feb 20;BX250 ENVELOPES WE OD SS LFT WND C4;Paper, Envelopes & Labels;2;14.18
CPH;1238823;14 Jan 20;BX250 ENVELOPES WE OD SS LFT WND C4;Paper, Envelopes & Labels;2;14.18
CPH;1231998;6 Feb 20;Generic Physiotherapy Rec Folder PK=50;Other;2;14.04
CPH;1236412;6 Mar 20;A4 PORTRAIT SLANTED SIGN HOLDER;Filing & Solutions;2;12.9
CPH;1237237;29 Jan 20;BLICK DISP S/A LABEL 19MM ORANGE PK 1280;Paper, Envelopes & Labels;2;12.6
CPH;1238584;12 Jun 20;August Label   Each=Roll Of 1000;Other;2;12
CPH;1233178;29 Apr 20;PK28 BATTERIES ATIVA PREMIUM ALKAL AA;Technology & Computing;2;11.06
CPH;1239184;20 Jan 20;PK28 BATTERIES ATIVA PREMIUM ALKAL AA;Technology & Computing;2;11.06
CPH;1238584;12 Jun 20;June Label   BOX=1000;Other;2;10.16
CPH;1232712;21 Feb 20;March Label    BOX=1000;Other;2;9.86
CPH;1232392;25 Mar 20;October Label   Each=Roll OF 1000;Other;2;9.16
CPH;1230218;15 Jan 20;PK100 LASER LABELS 63.5 X 38.1MM;Paper, Envelopes & Labels;2;8.3
CPH;1230395;20 May 20;PK10 MOP CLIP WHITE SYRSORB;Cleaning, Hygiene & Workwear;2;8.1
CPH;1231152;10 Jun 20;PK10 MOP CLIP WHITE SYRSORB;Cleaning, Hygiene & Workwear;2;8.1
CPH;1232269;22 May 20;PK10 MOP CLIP WHITE SYRSORB;Cleaning, Hygiene & Workwear;2;8.1
CPH;1237744;6 Jun 20;PK10 MOP CLIP WHITE SYRSORB;Cleaning, Hygiene & Workwear;2;8.1
CPH;1238628;7 Mar 20;PK10 MOP CLIP WHITE SYRSORB;Cleaning, Hygiene & Workwear;2;8.1
CPH;1239322;22 Jan 20;PK10 MOP CLIP WHITE SYRSORB;Cleaning, Hygiene & Workwear;2;8.1
CPH;1233885;4 Feb 20;RUBBER BANDS OD 500G 160MMX3MM;GOS & Mailing;2;7.02
CPH;1237163;3 Mar 20;RUBBER BANDS OD 500G 160MMX3MM;GOS & Mailing;2;7.02
CPH;1232596;8 Jan 20;RM500   PAPR BE OD CONTR A4 80G;Paper, Envelopes & Labels;2;6.52
CPH;1236050;17 Mar 20;RM500   PAPR BE OD CONTR A4 80G;Paper, Envelopes & Labels;2;6.52
CPH;1239890;31 Jan 20;RM500   PAPR BE OD CONTR A4 80G;Paper, Envelopes & Labels;2;6.52
CPH;1236240;10 Jan 20;PK6 UNIVERSAL OFFICE TAPE OD 24MMX6M;GOS & Mailing;2;5.8
CPH;1235912;15 Feb 20;Patient Agreement To Consent   EA=1;Other;2;5.74
CPH;1239435;14 Mar 20;CLIPBOARD FOLDOVER PP BLUE A4 OD;GOS & Mailing;2;5.66
CPH;1238584;12 Jun 20;PK8 UNIVERSAL OFFICE TAPE OD 19MMX66M;GOS & Mailing;2;5.38
CPH;1238586;12 Jun 20;PK 50 ALL PURPOSE CLOTHS BLUE 50CMX38CM;Cleaning, Hygiene & Workwear;2;4.2
CPH;1238586;12 Jun 20;PK 50 ALL PURPOSE CLOTHS RED 50CMX38CM;Cleaning, Hygiene & Workwear;2;4.2
CPH;1238586;12 Jun 20;PK50 ALL PURPOSE CLOTHS YELLOW 50CMX38CM;Cleaning, Hygiene & Workwear;2;4.2
CPH;1233592;25 Feb 20;PK16 BATTERIES ATIVA AAA;Technology & Computing;2;3.64
CPH;1232563;27 Mar 20;Physiotherapy Peripheral Objtve PK=50;Other;2;3.52
CPH;1238826;14 Jan 20;PUNCH OD 2-HOLE ME 30SH;GOS & Mailing;2;3.06
CPH;1232597;8 Jan 20;RUBBER BANDS OD 100G ASS SZ;GOS & Mailing;2;3
CPH;1238826;14 Jan 20;STAPLER OD 24/6 HS 20 SH;GOS & Mailing;2;2.5
CPH;1231154;25 Jan 20;PK12 PENCIL BE ND HB+ERASER;Writing & Machines;2;2.46
CPH;1239184;20 Jan 20;PK12 NOTES OD 76X76;GOS & Mailing;2;2.36
CPH;1236259;15 Jan 20;PK4 HIGHLIGHTER YW 1-5MM NICEDAY HC1-5;Writing & Machines;2;2.06
CPH;1235892;12 Feb 20;PK5000 STPLS 26/6 CH OD;GOS & Mailing;2;1.54
CPH;1231142;19 Feb 20;PK 4 HIGHLIGHTER ASSORT 1-5MM ND HC1-5;Writing & Machines;2;1.5
CPH;1232408;21 Jan 20;PK 4 HIGHLIGHTER ASSORT 1-5MM ND HC1-5;Writing & Machines;2;1.5
CPH;1230288;27 May 20;SCISSOR NICEDAY OFFICE 16CM;GOS & Mailing;2;0.84
CPH;1239733;9 Jan 20;PK100 PAPERCLIPS SILVER 25MM;GOS & Mailing;2;0.8
CPH;1231154;25 Jan 20;PK1000 STPLS 24/6 CH OD;GOS & Mailing;2;0.4
CPH;1230218;15 Jan 20;PK1000 STPLS 26/6 CH OD;GOS & Mailing;2;0.24
CPH;1236551;5 Mar 20;MH EMPTY TONER COLLECTION BOX OD;Ink & Toner & Hardware;2;0
CPH;1234621;11 Mar 20;TAMBOUR CUPBOARD GY W1000 H733 1 SHELF;Furniture & Presentation;1;287
CPH;1234622;11 Mar 20;TAMBOUR CUPBOARD GY W1000 H733 1 SHELF;Furniture & Presentation;1;287
CPH;1235412;2 Apr 20;TONER CARTRIDGE BLACK HP 59X CF259X;Ink & Toner & Hardware;1;254
CPH;1231008;12 Mar 20;1980 TALL TAMBOUR CUPBOARDS GREY RS PR;Furniture & Presentation;1;205.41
CPH;1230695;16 Jun 20;BLACK AIRCARE POSTURE OPERATORS CHAIR;Furniture & Presentation;1;154.59
CPH;1236241;10 Jan 20;BLACK AIRCARE POSTURE OPERATORS CHAIR;Furniture & Presentation;1;154.59
CPH;1239325;22 Jan 20;BLACK AIRCARE POSTURE OPERATORS CHAIR;Furniture & Presentation;1;154.59
CPH;1239324;22 Jan 20;EXECUTIVE CHAIR BLACK REALSPACE ZEUS;Furniture & Presentation;1;135.8
CPH;1236404;27 May 20;TONER CARTRIDGE BLACK HP 59A CF259A;Ink & Toner & Hardware;1;88.49
CPH;1232875;16 Jan 20;3 DRAWER MOBILE PEDESTAL BEECH;Furniture & Presentation;1;83.5
CPH;1232875;16 Jan 20;HOME FILE CAB GY 3 DRAWR;Furniture & Presentation;1;78.49
CPH;1234343;1 Feb 20;Clare Park DL BR Envelope BOX=1000;Other;1;66.82
CPH;1234340;1 Feb 20;PK100 SYRSORB MOP WHITE;Cleaning, Hygiene & Workwear;1;39.22
CPH;1235770;27 Feb 20;PK100 SYRSORB MOP WHITE;Cleaning, Hygiene & Workwear;1;39.22
CPH;1236972;19 Feb 20;PK100 SYRSORB MOP WHITE;Cleaning, Hygiene & Workwear;1;39.22
CPH;1238824;14 Jan 20;PK100 SYRSORB MOP WHITE;Cleaning, Hygiene & Workwear;1;39.22
CPH;1239916;12 Feb 20;PK100 SYRSORB MOP WHITE;Cleaning, Hygiene & Workwear;1;39.22
CPH;1232563;27 Mar 20;TONER CARTR BK OD HP M401 CF280A REMANUF;Ink & Toner & Hardware;1;33.24
CPH;1234339;23 Mar 20;TONER CARTR BK OD HP M401 CF280A REMANUF;Ink & Toner & Hardware;1;33.24
CPH;1239733;9 Jan 20;TONER CARTR BK OD HP M401 CF280A REMANUF;Ink & Toner & Hardware;1;33.24
CPH;1239914;12 Feb 20;TONER CARTR BK OD HP M401 CF280A REMANUF;Ink & Toner & Hardware;1;33.24
CPH;1231998;6 Feb 20;PK10 4RNG BR PP A4 BU OD;Filing & Solutions;1;30.82
CPH;1239733;9 Jan 20;Operation Notes  Box=500;Other;1;29.61
CPH;1231778;13 May 20;PK2 INK BK/TRI-COL ORIG HP301 N9J72AE;Ink & Toner & Hardware;1;27.99
CPH;1239158;27 May 20;PAPER CUTTER OFFICE DEPOT OC500 2 IN 1;GOS & Mailing;1;27.45
CPH;1230524;28 Jan 20;TONER CARTRIDGE BK OD BROTHER TN2210;Ink & Toner & Hardware;1;24.93
CPH;1232596;8 Jan 20;TONER CARTRIDGE BK OD BROTHER TN2210;Ink & Toner & Hardware;1;24.93
CPH;1239199;4 Mar 20;TONER CARTRIDGE BK OD BROTHER TN2210;Ink & Toner & Hardware;1;24.93
